dq_check_id,Check,Database_name,table_name,primary_key_cols,sql_fr_run,priority,threshold,run_seq
dq_725,region_count,com_us_hub,txn_udef_order_adjs,udef_order_adjs_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, region from (select udef_order_adjs_key,gl_date,region_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select udef_order_adjs_key,gl_date,region_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select udef_order_adjs_key,gl_date,area_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 725) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 725) group by region) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as region from com_us_lake.dq_count_table where rule_key = 725) prv on cur.region = prv.region) select * from tmp",P1,10,13
dq_726,region_count,com_us_hub,txn_udef_order_adjs,udef_order_adjs_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, region from (select udef_order_adjs_key,gl_date,region_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select udef_order_adjs_key,gl_date,region_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select udef_order_adjs_key,gl_date,area_desc as region from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 726) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 726) group by region) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as region from com_us_lake.dq_count_table where rule_key = 726) prv on cur.region = prv.region) select * from tmp",P1,10,14
region_final_check,region_count,corp_us_lake,generalledger_lineitems_takeda,"LOGSYS,COMP_CODE,CHRT_ACCTS,GL_ACCOUNT,FISCVARNT,FISCPER,AC_DOC_NO,ITEM_NUM","select case when metric > threshold then 1 else 0 end as res from corp_us_lake.dq_output_table where entity_id in ('dq_721','dq_722','dq_723','dq_724','dq_725','dq_726')",P1,0,15
dq_821,territory_count,com_us_hub,txn_redist_sls,redist_sls_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select redist_sls_key,gl_date,territory_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_prev_qtr_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select redist_sls_key,gl_date,region_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_prev_qtr_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select redist_sls_key,gl_date,area_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_prev_qtr_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 821)  and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 821) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 821) prv on cur.territory = prv.territory) select * from tmp",P1,10,16
dq_822,territory_count,com_us_hub,txn_redist_sls,redist_sls_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select redist_sls_key,gl_date,territory_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select redist_sls_key,gl_date,region_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select redist_sls_key,gl_date,area_desc as territory from com_us_hub.txn_redist_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on redist_sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 822)  and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 822) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 822) prv on cur.territory = prv.territory) select * from tmp",P1,10,17
dq_823,territory_count,com_us_hub,txn_dir_sls,sls_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select sls_key,gl_date,territory_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_prev_qtr_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select sls_key,gl_date,region_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_prev_qtr_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select sls_key,gl_date,area_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_prev_qtr_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 823) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 823) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 823) prv on cur.territory = prv.territory) select * from tmp",P1,10,18
dq_824,territory_count,com_us_hub,txn_dir_sls,sls_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select sls_key,gl_date,territory_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select sls_key,gl_date,region_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select sls_key,gl_date,area_desc as territory from com_us_hub.txn_dir_sls rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on sls_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 824) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 824) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 824) prv on cur.territory = prv.territory) select * from tmp",P1,10,19
dq_825,territory_count,com_us_hub,txn_udef_order_adjs,udef_order_adjs_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select udef_order_adjs_key,gl_date,territory_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select udef_order_adjs_key,gl_date,region_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select udef_order_adjs_key,gl_date,area_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_prev_qtr_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 825) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 825) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 825) prv on cur.territory = prv.territory) select * from tmp",P1,10,20
dq_826,territory_count,com_us_hub,txn_udef_order_adjs,udef_order_adjs_key,"with tmp (select max(abs((cur_cnt-prv_cnt)/metric*100)) as metric from (select count(1) as cur_cnt, territory from (select udef_order_adjs_key,gl_date,territory_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = territory_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(territory_assignment)>0 union select udef_order_adjs_key,gl_date,region_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = region_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(region_assignment)>0 union select udef_order_adjs_key,gl_date,area_desc as territory from com_us_hub.txn_udef_order_adjs rid join com_us_hub.txn_curr_qtr_incremntl_redist_terr_assign on udef_order_adjs_key = transaction_row_key join com_us_hub.ref_sales_hierarchy on territory_id = area_assignment where rid.franchise_nm = 'HEMATOLOGY' and length(area_assignment)>0) sa where to_date(sa.gl_date,'M/d/y') between (select min(to_date(period_start_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 826) and (select max(to_date(period_end_date,'M/d/y')) from com_us_lake.dq_count_table where rule_key = 826) group by territory) cur cross join (select prv_count as prv_cnt, metric, sub_field_name as territory from com_us_lake.dq_count_table where rule_key = 826) prv on cur.territory = prv.territory) select * from tmp",P1,10,21
territory_final_check,territory_count,corp_us_lake,generalledger_lineitems_takeda,"LOGSYS,COMP_CODE,CHRT_ACCTS,GL_ACCOUNT,FISCVARNT,FISCPER,AC_DOC_NO,ITEM_NUM","select case when metric > threshold then 1 else 0 end as res from corp_us_lake.dq_output_table where entity_id in ('dq_821','dq_822','dq_823','dq_824','dq_825','dq_826')",P1,0,22
